Lat,Long,YY,LoAge,UpAge,Ex,Pf
13.2366,-15.0489,2008,0.5,5,29,12
12.8205,-15.041,2013,0.6,4.8,33,0
12.601,-15.6588,2012,0.6,4.9,46,0
12.7236,-15.9888,2013,0.8,4.9,45,1
12.996,-15.785,1960,0,14,37,34
13.0747,-15.7136,2014,0.9,4.8,43,0
12.96,-15.84,2014,0.7,4.9,29,0
13.2833,-15.718,1960,0,14,59,35
13.053,-15.701,1964,2,9,337,155
13.053,-15.701,1969,0,15,379,250
12.6666,-15.3839,2011,1,5.8,21,0
12.5449,-15.4806,2011,0.5,6.1,29,0
12.992,-15.7174,2011,0.9,5.5,13,0
12.7247,-15.8111,2011,0.5,5.9,16,0
12.7554,-15.8192,2011,0.5,6,28,0
12.7034,-15.5556,2011,0.7,6,16,0
13.27,-15.6403,2011,1.1,5.4,14,0
12.6195,-15.6601,2011,0.9,5.9,23,0
12.8925,-15.39,2011,0.5,5.9,16,0
12.5691,-15.9036,2011,0.8,4.5,22,0
12.8249,-15.5018,2011,0.9,5.8,17,0
12.7546,-15.522,2011,0.9,6.2,14,0
13.0614,-15.6399,2011,0.9,5.3,16,0
13.0557,-15.3903,2011,0.5,6.1,18,1
12.5433,-15.5841,2011,2.1,5.9,14,0
12.7092,-15.5672,2011,0.6,5.6,17,0
13.2716,-15.5183,2011,1.3,5.9,18,2
12.78,-15.9423,2011,0.8,5.7,31,0
12.5176,-15.6963,2011,1.2,5.9,19,0
12.9882,-15.9423,2011,2,5.5,28,2
13.032,-15.4854,2013,0.5,4.9,30,0
12.8333,-15.2333,1960,0,14,79,35
12.61,-15.71,1968,0,15,630,374
12.7898,-15.5581,1964,2,9,617,328
12.7898,-15.5581,2014,0.6,4.9,27,1
12.7099,-15.4798,2013,0.5,4.9,34,0
12.5089,-15.7005,2013,0.7,4.9,33,1
12.767,-15.566,1964,0,15,702,373
12.6187,-15.7714,2013,0.5,4.9,53,0
13.084,-15.618,2014,0.5,4.9,46,0
12.7036,-15.4789,2012,1,4.8,20,0
12.7036,-15.4789,2014,0.5,4.9,29,0
12.9907,-15.7164,2012,0.6,4.9,37,0
12.768,-15.84,1960,0,14,31,14
12.7459,-15.4725,1960,0,14,67,28
12.5833,-15.55,1960,0,14,69,35
12.801,-15.2162,2013,0.6,4.7,32,1
12.85,-15.95,1960,0,14,93,78
12.835,-15.981,1964,2,9,534,219
12.835,-15.981,1969,0,15,555,392
12.835,-15.981,2014,0.8,4.8,36,0
13.0552,-15.6427,2013,0.6,4.3,22,0
12.867,-15.333,2014,0.7,4.9,43,2
12.85,-15.55,1950,0,14,55,3
12.8734,-15.6901,1960,0,14,64,52
12.8734,-15.6901,2014,0.9,4.9,36,0
12.708,-15.576,1905,0,3,18,9
12.708,-15.576,1922,2,99,56,25
12.708,-15.576,2013,0.5,4.8,66,1
12.708,-15.576,2014,0.5,4.8,29,1
12.5732,-15.8752,2008,0.5,5,13,1
12.6257,-15.5207,2009,1,5,18,0
12.7779,-15.4689,2009,0.5,5,23,0
12.6527,-15.4266,2009,0.6,5,17,0
12.7907,-15.1319,2009,0.8,5,35,6
12.5895,-15.544,2009,0.6,5,29,2
12.4929,-15.58,2008,0.5,5,17,1
12.5441,-15.8077,2008,0.5,5,21,1
12.7055,-15.552,2008,1,5,16,0
12.8283,-15.9811,2008,0.6,5,26,2
12.6861,-15.9738,2008,1,5,25,0
12.8721,-15.604,2008,0.5,5,26,0
12.6252,-15.634,2008,0.7,4.9,25,1
13.0254,-15.5568,2008,0.8,5,19,3
13.0899,-15.5734,2009,0.9,5,18,2
13.2849,-15.4882,2009,0.5,5,22,9
12.55,-15.784,2014,0.9,4.8,38,0
12.627,-15.516,2014,0.6,4.5,40,0
12.652,-15.426,1968,0,15,652,383
13.2439,-15.4967,2012,0.6,4.9,29,9
12.51,-15.52,2014,0.8,4.9,30,0
13.034,-13.934,1967,0,15,350,156
13.0483,-13.9386,2010,0,10,500,47
13.0375,-13.9384,2010,0,10,500,56
13.0333,-13.86,1960,0,14,18,11
13.217,-13.783,1960,0,14,15,9
13.1491,-14.2031,2010,0.7,5.9,28,6
13.0974,-14.1316,2011,0.7,5.3,21,0
12.932,-14.0756,2011,0.6,5,15,1
13.1008,-13.7599,2011,0.7,5.8,19,0
13.1461,-14.1248,2011,0.5,5.8,15,0
13.0187,-13.5677,2011,0.5,6,26,0
12.9523,-13.7474,2011,1.2,5.8,10,4
12.7882,-14.2427,2010,0.5,5.8,42,7
12.8594,-14.1267,2011,0.5,5.9,25,10
13.1177,-13.7605,2011,0.8,5.7,15,5
12.92,-14.12,2014,0.7,4.7,19,0
12.967,-14.034,2012,0.5,4.5,37,3
12.967,-14.034,2014,0.8,4.9,44,8
13.12,-14.17,2014,0.5,4.8,36,0
12.931,-14.08,1967,0,15,509,133
12.8779,-13.9842,2003,0,14,256,43
12.8779,-13.9842,2004,0,14,160,8
13.1833,-14.3,1960,0,14,22,13
13.135,-13.756,2014,0.7,4.1,27,5
13.218,-14.084,2003,0,14,188,27
13.218,-14.084,2004,0,14,113,1
12.7891,-13.8368,2013,0.5,4.9,26,10
13.1393,-14.1225,2008,0.6,5,15,0
13.1172,-14.1553,2009,0.7,4.9,18,0
12.9128,-14.1408,2009,0.8,5,21,2
13.0307,-14.0354,2009,0.9,5,14,2
12.7542,-13.865,2009,0.5,5,22,7
13.125,-13.7592,2009,0.5,5,17,0
13.1491,-13.7677,2009,0.5,5,24,4
13.147,-14.115,1960,0,14,48,42
13.147,-14.115,2010,0,9,766,93
13.147,-14.115,2014,1.3,4.9,14,1
12.8218,-13.6605,2012,0.5,4.9,97,1
12.745,-14.158,2014,0.5,4.9,35,0
15.2219,-16.1271,1960,0,14,39,6
15.101,-16.168,2014,0.5,4.8,36,0
15.042,-16.046,1964,0,15,817,102
15.042,-16.046,1965,2,9,153,48
15.042,-16.046,2013,0.7,4.8,31,0
15.4048,-16.3924,2010,0.8,5.2,17,0
15.2732,-16.525,2010,0.9,5.3,25,0
15.2151,-16.0924,2010,1,5.8,15,0
15.3302,-16.1745,2010,0.8,5.9,18,0
15.3653,-16.5466,2010,0.7,5.1,18,0
15.2639,-16.1806,2012,0.7,4.9,34,0
15.384,-16.133,1967,0,14,82,19
15.1552,-16.0373,1968,0,15,1232,622
15.374,-16.441,2014,0.3,4.8,33,0
15.2773,-16.109,2013,0.8,4.8,30,0
15.499,-16.399,1964,0,99,340,115
15.28,-16.518,1964,0,15,366,38
15.28,-16.518,2014,0.5,4.8,44,0
15.1715,-16.0214,1960,0,9,11,4
15.45,-16.5833,1960,0,14,36,4
15.2081,-15.901,2014,0.7,4.8,50,1
15.1264,-15.8736,2008,1.1,4.9,18,0
15.0414,-16.0446,2008,0.5,5,25,0
15.2539,-16.1228,2008,0.6,4.9,18,0
15.3973,-16.5945,2008,0.5,5,19,0
15.184,-16.5771,2008,1,5,22,0
15.351,-16.318,2014,0.6,4.4,34,0
15.7166,-15.3333,1960,0,14,46,23
15.7166,-15.3333,1966,0,15,665,152
15.398,-15.659,2014,0.5,4.8,33,0
15.3474,-15.4783,1966,0,15,389,93
15.3474,-15.4783,2012,0.6,4.8,17,0
15.3474,-15.4783,2014,0.5,4.9,31,0
15.239,-14.7441,2010,0.7,5.1,16,1
15.4024,-15.5876,2011,0.8,5.7,16,0
15.3991,-15.6587,2010,0.9,5.9,32,1
14.9115,-15.1501,2010,0.8,5.8,20,1
14.7737,-15.3583,2012,0.5,4.9,28,1
15.2,-15.7167,1967,0,14,187,73
15.8296,-14.8129,2013,1.4,4.7,18,0
15.2401,-15.0181,2013,0.5,4.4,27,0
15.65,-15.35,2014,0.8,4.3,27,0
15.651,-15.351,1996,0,14,524,197
15.65,-15.3833,1960,0,14,47,11
15.216,-15.555,1965,0,15,311,48
15.216,-15.555,2012,0.5,4.9,13,0
15.3535,-15.4846,2008,0.6,5,21,0
15.4459,-15.625,2008,0.5,5,17,0
14.8199,-15.2961,2008,0.5,4.9,21,3
15.1417,-15.2292,2008,0.5,4.9,17,0
15.45,-15.136,1960,0,14,17,7
15.32,-15.52,2014,0.5,4.7,61,0
14.9333,-15.0666,1960,0,14,35,24
14.9333,-15.0666,2014,0.6,4.8,43,0
15.1833,-15.25,1960,0,9,74,39
15.586,-15.345,1905,0,3,12,5
15.5043,-15.9868,1966,2,9,815,138
15.5043,-15.9868,2013,0.5,4.8,49,0
15.7319,-16.2932,1960,0,14,56,0
15.6254,-15.9477,2010,0.5,5.8,14,0
15.6345,-16.1411,2010,1,5.7,29,0
15.8062,-16.2678,2010,0.5,5.2,20,0
15.5604,-15.8683,2010,1,5.9,29,0
15.6121,-16.2251,2010,0.6,5.8,25,0
15.6339,-16.2063,2010,0.7,5.5,19,0
15.6057,-16.2161,2010,0.6,5.8,20,0
15.8548,-16.2862,2010,0.6,5.8,16,0
15.5616,-16.0376,2010,0.7,5.9,24,0
15.4188,-16.1438,2010,1.3,5.9,17,0
15.983,-15.934,2004,1,9,188,26
15.917,-15.969,1966,0,15,974,222
15.917,-15.969,2012,0.8,4.8,41,0
15.611,-16.247,1905,0,3,16,1
15.611,-16.247,1922,0,15,80,31
15.611,-16.247,2007,0,99,2138,644
15.611,-16.247,2013,0.9,4.6,39,0
15.611,-16.247,2014,0.6,4.7,70,0
15.7833,-15.7666,1960,0,14,23,13
16.12,-15.87,2003,2,9,101,47
15.5075,-16.201,1966,0,15,1162,214
15.5075,-16.201,2013,0.9,4.8,39,0
15.65,-16.05,1960,0,14,55,14
15.9073,-15.9071,1965,2,9,642,191
16.18,-15.82,2003,2,9,120,22
15.7169,-16.2838,2012,0.7,4.9,29,0
15.733,-16.018,2014,0.5,4.8,61,0
15.684,-16.117,2014,0.5,4.8,33,0
15.7209,-16.5063,2007,0,12,73,11
15.6166,-15.7666,1960,0,14,48,21
15.601,-16.068,1966,0,15,735,167
15.4722,-15.8558,2008,1,4.9,18,1
15.6121,-16.2246,2009,0.5,5,27,0
15.4872,-16.0154,2008,0.8,5,15,0
15.6267,-16.1339,2009,0.5,5,19,0
15.7359,-16.4198,2009,0.6,5,28,0
15.9389,-15.9083,2009,0.5,5,17,0
15.351,-13.017,2014,0.6,4.8,57,0
15.15,-12.951,2014,0.8,4.9,37,0
15.0589,-12.7422,2013,0.5,4.9,53,0
15.1312,-12.8775,2010,0.5,5.8,23,0
15.3666,-13.1309,2010,0.8,5.7,24,0
15.4407,-13.0561,2010,0.8,5.8,16,0
15.036,-12.6988,2010,1,5.9,33,0
15.4959,-13.1733,2010,0.9,5.9,14,0
15.345,-13.0136,2010,1,5.9,25,0
15.4333,-13.1833,1960,0,14,51,33
15.4333,-13.1833,1977,2,10,23,2
15.35,-13.05,2014,0.5,4.8,52,0
15.283,-13.068,2014,0.5,4.8,35,0
15.4233,-13.1763,2012,0.5,4.8,35,0
15.199,-12.95,1969,0,15,2157,1106
15.196,-12.9434,2008,0.7,5,38,0
15.4873,-12.9668,2008,0.7,5,36,5
15.3167,-12.8694,2009,0.6,5,23,0
15.3653,-13.1314,2012,0.5,4.9,56,0
15.9923,-13.6579,2013,0.5,4.8,28,0
15.9923,-13.6579,2014,0.5,4.9,46,0
15.884,-13.501,2003,0,14,417,0
15.884,-13.501,2004,0,14,383,8
15.884,-13.501,2013,0.5,4.8,42,0
15.884,-13.501,2014,0.9,4.8,51,0
15.915,-13.5159,2012,0.7,4.8,30,0
15.4,-13.5333,1960,0,14,61,27
15.6122,-13.3187,2010,0.6,5.1,16,0
16.1256,-13.715,2010,0.9,5.8,15,1
15.9448,-13.5612,2010,0.8,5.9,30,1
15.9836,-13.6426,2010,1,4.5,22,0
15.8071,-13.4965,2010,0.8,5.8,22,0
15.996,-13.3765,2010,0.9,5.2,23,0
15.6587,-13.262,2010,0.9,5.5,13,0
15.8781,-13.4328,2010,1.3,5.8,26,0
16.0346,-13.4209,1905,0,3,17,4
15.832,-13.452,1977,2,10,28,9
16.133,-13.489,1905,0,3,10,4
15.7052,-13.3522,2013,0.8,4.7,27,0
15.68,-13.256,1905,0,3,10,6
15.68,-13.256,2011,0.1,5,339,1
15.68,-13.256,2012,0.7,4.8,10,0
15.68,-13.256,2014,0.5,4.9,49,0
15.8095,-13.4063,2012,0.6,4.8,50,0
15.8095,-13.4063,2014,0.6,4.9,52,0
15.635,-13.251,1977,2,10,33,12
15.55,-13.2972,2013,0.9,4.7,14,0
15.55,-13.2972,2014,0.6,4.7,47,0
15.6516,-13.393,2012,0.7,4.6,19,2
15.599,-13.317,1967,0,15,1230,472
15.599,-13.317,2013,0.6,4.9,37,0
15.599,-13.317,2014,0.8,4.6,19,0
16.0461,-13.726,2008,0.7,5,35,0
16.0472,-13.4289,2008,0.9,5,19,0
15.8853,-13.4858,2008,0.7,5,22,0
15.7905,-13.2769,2008,0.5,5,25,1
15.69,-13.4156,2008,0.8,5,18,0
15.5145,-13.2697,2009,0.6,4.9,15,0
16.074,-13.513,1977,2,10,47,21
15.967,-13.592,1969,0,15,515,236
15.967,-13.592,2014,0.6,4.9,35,0
15.7,-13.2833,1960,0,9,30,18
15.126,-13.6542,2014,0.5,4.8,25,0
15.262,-14.46,1996,0,14,321,110
16.4006,-16.0757,1994,0.1,10,105,0
16.4006,-16.0757,1995,0.1,10,117,2
16.4006,-16.0757,1996,0.1,10,107,1
16.501,-15.501,1905,0,3,61,6
16.501,-15.501,1906,0,3,17,5
16.5,-15.501,1968,0,14,100,32
16.5,-15.501,2011,0.1,5,333,0
16.4621,-15.6694,2010,0.5,5.8,18,0
16.4799,-15.9891,2010,0.8,5.8,28,0
16.4581,-15.701,2010,0.8,5.5,18,0
15.9816,-15.4491,2010,0.6,5.1,18,0
16.2145,-16.3813,2010,0.6,5.8,18,0
16.204,-15.693,1965,0,15,747,219
16.3615,-16.0846,2013,0.5,4.8,27,0
16.3615,-16.0846,2014,0.9,4.8,26,0
16.5784,-15.4529,2012,0.5,4.9,36,0
16.46,-15.688,1998,5,15,511,57
16.46,-15.688,2013,0.5,4.8,32,0
16.184,-15.918,1996,0,14,703,42
16.3944,-16.0031,2003,0,14,270,20
16.3944,-16.0031,2004,0,14,153,3
16.401,-16.015,1993,0.1,10,261,1
16.401,-16.015,1994,0.1,10,89,0
16.401,-16.015,1996,0,10,27,1
16.247,-16.353,1993,0.1,10,119,0
16.247,-16.353,1994,0.1,10,103,1
16.247,-16.353,1996,0,10,20,0
16.266,-15.801,1995,0.1,10,107,16
16.266,-15.801,1996,0.1,10,252,9
16.266,-15.801,2014,0.5,4.5,35,0
16.516,-15.583,1995,0.1,10,114,42
16.516,-15.583,1996,0.1,10,123,22
16.516,-15.583,2004,1,9,149,13
16.389,-16.08,1995,0,10,127,0
16.389,-16.08,1996,0,10,107,1
16.266,-15.884,1995,0.1,10,105,18
16.266,-15.884,1996,0.1,10,92,4
16.548,-15.436,1995,0.1,10,113,23
16.548,-15.436,1996,0.1,10,107,31
16.4613,-15.6876,2009,0.1,5,329,2
16.4613,-15.6876,2014,0.7,4.9,25,0
16.4887,-15.9848,2012,0.7,4.6,25,0
16.2761,-16.1364,1965,2,9,148,28
16.5,-15.82,2014,0.6,4.7,41,0
16.23,-15.8,2003,2,9,111,19
16.5226,-15.5081,2008,0.8,5,15,0
16.5114,-15.5007,2008,0.5,5,16,0
16.5784,-15.4529,2008,0.5,4.9,22,0
16.3791,-15.7139,2008,0.6,5,20,0
16.1653,-15.5556,2008,0.6,5,15,0
16.4612,-15.691,2009,0.6,5,35,0
16.3799,-15.8102,2009,1,5,18,0
16.1959,-16.2625,2009,0.5,4.9,22,0
16.2741,-16.1366,2009,0.8,5,17,0
16.175,-15.9132,2009,0.6,4.9,15,0
16.333,-16,1985,1,10,442,136
16.33,-15.77,2003,2,9,105,17
16.4,-15.72,2003,2,9,100,25
16.451,-14.319,1982,0,99,148,8
16.451,-14.319,1983,0,99,148,7
16.591,-15.086,1977,2,10,31,0
16.3836,-14.0669,1969,0,15,1443,515
16.632,-15.002,1977,2,10,45,9
16.583,-15.151,1977,2,10,43,9
16.5297,-15.1703,2010,1,5.8,22,0
16.1344,-13.958,2010,1.2,5.2,16,0
16.2374,-13.9738,2010,1.2,5.2,10,0
16.4966,-14.4678,2010,1.2,5.8,14,0
16.5489,-14.754,2010,1.1,5.7,21,0
16.4923,-15.0224,2010,1.3,5.3,21,0
16.5228,-14.8165,2010,1.6,5.8,16,0
16.5,-14.435,1990,0,9,131,13
16.5,-14.435,1991,0,9,97,9
16.516,-14.434,1990,0,9,46,4
16.516,-14.434,1991,0,9,63,7
16.4843,-14.4259,2013,0.8,4.7,24,0
16.334,-14.217,2014,0.6,4.9,36,0
16.551,-15.234,2014,0.5,4.8,44,0
16.516,-14.701,2014,0.5,4.9,40,0
16.4885,-14.4459,2012,0.8,4.3,18,0
16.5395,-14.8011,2012,0.5,4.7,37,0
16.067,-13.817,2014,0.5,4.9,35,0
16.191,-14.014,2004,1,9,62,3
16.191,-14.014,2006,3,8,117,30
16.294,-14.138,2014,0.5,4.9,24,0
16.2153,-14.0542,2012,0.6,4.9,29,0
16.583,-14.982,1977,2,10,29,1
16.4985,-15.0475,2012,0.6,4.9,46,2
16.504,-14.643,1967,2,9,300,115
16.504,-14.643,2014,0.6,4.9,21,0
16.1144,-15.0803,2013,0.6,4.8,30,0
16.653,-14.972,1905,0,3,15,1
16.653,-14.972,1950,0,9,108,42
16.164,-13.887,1969,0,15,592,215
16.2961,-14.1373,2008,0.5,5,20,0
16.265,-13.9575,2008,0.5,5,16,0
16.2153,-14.0542,2008,0.5,5,23,0
16.4367,-14.3769,2009,0.8,5,11,0
15.9957,-14.5345,2008,0.7,5,18,0
16.0649,-13.8848,2008,1,5,17,0
16.5837,-14.7749,2009,0.6,5,18,0
16.2553,-14.1021,2008,0.5,5,37,0
16.4855,-14.4285,2009,0.8,5,22,0
16.6095,-14.9728,2009,1,5,23,0
16.5384,-14.8041,2009,0.6,5,19,0
16.512,-15.092,1967,0,15,4112,1573
16.517,-14.621,1990,0,9,151,24
16.517,-14.621,1991,0,9,90,6
16.6,-14.9,1997,2,9,384,211
16.0133,-16.4965,2010,2.9,5.8,19,0
16.0249,-16.3588,2010,1.3,5.6,18,0
16.029,-16.4928,2010,0.5,5.8,25,0
15.9007,-16.5014,2010,0.8,5.1,13,0
15.95,-16.451,2014,0.5,4.9,20,0
16.036,-16.478,1905,0,3,31,6
15.8888,-16.504,2013,0.5,4.9,38,0
15.9156,-16.3969,1965,0,15,1164,186
16.0246,-16.4865,1905,0,3,35,5
16.0246,-16.4865,2013,0.6,4.9,52,0
16.0246,-16.4865,2014,0.6,4.5,100,0
16.018,-16.508,2009,0.8,5,16,0
16.0327,-16.5081,2009,0.9,4.9,18,0
16.0422,-16.508,2009,0.5,5,22,0
15.9854,-16.489,2008,0.5,4.9,29,0
15.9345,-16.4472,2009,1.2,5,20,0
15.9852,-16.377,2009,0.7,5,21,0
15.8876,-16.5078,2003,0,14,250,2
15.8876,-16.5078,2004,0,14,200,3
14.893,-12.462,1905,0,3,10,6
14.893,-12.462,1966,0,99,156,2
14.893,-12.462,2009,0.1,5,330,1
14.893,-12.462,2014,0.5,4.8,22,0
14.0235,-13.168,1965,2,9,472,215
14.0235,-13.168,1968,0,15,519,270
13.9166,-13.25,1960,0,14,49,46
13.833,-12.884,2014,0.6,4.6,30,3
14.417,-12.3,1960,0,14,27,27
14.417,-12.3,1968,0,15,280,143
13.8306,-12.8718,2011,0.5,5.8,11,1
14.7341,-12.5768,2010,0.5,5.9,29,0
14.1994,-13.313,2011,0.6,5.9,26,6
14.4863,-12.6329,2011,1.3,5.8,20,5
14.3873,-12.3707,2010,0.6,5.9,19,1
14.719,-12.4119,2014,0.7,4.9,34,1
14.8197,-12.346,1960,0,14,103,72
14.189,-12.706,1969,0,15,305,188
14.189,-12.706,2014,0.5,4.8,59,1
13.835,-12.516,1968,0,15,560,208
13.6516,-12.228,2014,0.5,4.8,55,14
14.7992,-12.5589,2008,0.5,5,27,11
13.6771,-12.6609,2008,0.6,5,38,9
13.8,-12.72,1960,0,14,58,43
12.6258,-12.4128,2010,0.5,14,54,11
12.717,-13.034,1967,0,14,105,42
12.65,-12.49,2003,2,9,84,57
12.534,-12.317,1967,2,9,40,30
12.534,-12.317,1969,0,15,120,84
12.534,-12.317,2010,0.5,14,140,8
12.534,-12.317,2012,0.7,4.8,66,7
12.534,-12.317,2014,0.6,4.8,57,5
12.6852,-12.4124,2010,0.5,14,127,45
12.8375,-11.8722,2012,0.8,4.2,37,8
12.8375,-11.8722,2014,0.6,4.7,45,0
13.256,-12.104,1960,0,14,62,54
12.5182,-12.336,2010,0.5,14,91,20
12.4572,-12.6472,2013,0.8,4.8,21,5
12.625,-12.783,2014,0.7,4.8,22,0
12.6322,-12.8181,2011,0.8,5.9,25,1
12.537,-12.3119,2011,0.7,5.9,15,2
12.5599,-12.1908,2010,0.5,5.6,11,0
12.4475,-11.4952,2010,1,5.8,31,6
13.1802,-12.0508,2011,0.9,5.1,21,2
12.7723,-11.667,2011,0.7,4.8,17,0
12.9199,-11.7256,2010,0.8,5.9,20,4
12.6664,-13.108,2010,1,5.8,23,1
12.5502,-12.8466,2011,0.6,6,21,6
12.4778,-11.9886,2012,0.5,4.6,29,2
12.5006,-12.4108,2010,0.5,14,55,25
12.5253,-12.3125,2010,0.5,14,74,9
12.6,-12.851,1960,0,14,47,39
12.6,-12.851,2013,0.9,4.8,22,8
12.434,-12.018,2014,0.5,4.9,29,0
12.5167,-12.3833,2010,0.5,14,339,38
12.5223,-12.3814,2010,0.5,14,74,16
12.554,-12.174,2014,1.7,4.9,81,2
12.5579,-12.1743,2013,0.9,4.8,41,1
13.1328,-11.9642,2013,0.5,4.9,50,9
13.1328,-11.9642,2014,0.5,4.8,54,3
12.55,-12.4,2003,2,9,110,66
12.55,-12.3666,1960,0,14,47,42
13.09,-11.7,2014,0.7,4.9,27,8
12.5,-12.3581,2010,0.5,14,77,23
12.631,-12.8159,2013,0.6,4.5,13,2
12.67,-12.5,2003,2,9,100,79
12.5166,-11.5666,1960,0,14,91,71
12.7109,-12.3806,2008,0.5,5,34,10
12.5011,-12.7938,1960,0,14,21,20
12.67,-12.33,2003,2,9,103,83
12.6383,-12.4194,2003,2,9,100,72
12.6383,-12.4194,2010,0.5,14,299,50
12.801,-12.301,2014,0.5,4.8,43,0
13.1509,-13.2311,1958,5,15,46,26
13.7865,-14.5222,2012,0.5,4.8,40,8
12.751,-13.286,1964,0,99,146,55
13.001,-13.402,1964,0,99,84,30
13.6574,-13.4756,1960,0,14,27,14
14.4266,-14.5438,2011,0.9,6,10,0
14.4296,-14.5438,2011,0.7,5.6,23,1
13.8353,-13.9609,2011,0.6,5,17,0
13.7657,-13.67,2011,0.7,6,39,0
13.8728,-14.3099,2011,0.8,5.9,29,0
14.2613,-13.5369,2011,0.8,5.9,26,8
14.1157,-14.4712,2011,0.7,6,24,1
13.6135,-13.5168,2011,0.8,6.1,24,6
13.6752,-14.2789,2011,0.9,4.8,18,0
13.7651,-13.6669,2010,0.5,5.9,22,0
13.638,-14.7096,2011,0.8,6,30,0
13.313,-13.284,2014,1.1,4.5,14,1
13.048,-13.468,1964,0,99,101,59
12.983,-13.384,1964,0,99,31,14
13.9313,-14.4674,2013,0.6,4.9,30,0
13.4166,-13.45,1960,0,14,30,21
13.7516,-14.7333,2013,0.5,4.8,40,0
13.779,-13.663,2013,0.6,4.9,29,1
13.5074,-13.7683,2012,0.5,4.9,33,6
13.983,-14.559,1968,0,15,690,346
13.983,-14.559,2014,0.7,4.7,40,0
13.868,-14.084,1964,2,9,185,67
13.868,-14.084,1965,2,9,213,48
13.868,-14.084,1967,0,15,150,94
13.868,-14.084,2012,0.5,4.4,31,17
14.1765,-14.4528,2013,0.5,4.9,32,0
14.1765,-14.4528,2014,0.8,4.8,37,1
13.6651,-14.2875,1968,0,15,490,285
13.6651,-14.2875,2014,0.5,4.9,86,19
13.6572,-14.2539,1966,2,9,96,42
13.941,-14.295,2014,0.5,4.8,51,0
13.5219,-13.5121,1965,2,9,231,97
13.5219,-13.5121,1968,0,15,360,230
13.5219,-13.5121,2013,0.5,4.9,98,0
13.5219,-13.5121,2014,0.9,4.9,21,2
13.7666,-13.9833,1960,0,14,18,16
13.7321,-13.9653,2012,0.7,4.7,34,7
14.3166,-14.4333,1960,0,14,40,22
13.851,-14.234,1967,0,14,109,34
13.9027,-14.3793,2009,1.1,5,23,9
14.0914,-14.202,2009,0.5,5,17,8
13.6574,-14.4712,2009,0.5,5,21,4
13.7733,-13.6683,2008,0.5,5,16,0
13.7581,-13.6848,2008,0.6,5,26,0
13.8692,-14.0765,2008,0.8,5,22,4
12.951,-13.351,1964,0,99,37,14
13.896,-13.796,2013,0.5,4.8,60,3
13.817,-13.917,2014,0.7,4.9,34,0
13.771,-13.679,2011,0.1,5,352,21
13.771,-13.679,2014,0.7,4.9,92,0
13.7539,-13.7586,2012,0.6,4.8,77,1
14.4317,-16.9621,1965,2,9,1175,319
14.4484,-16.7724,2011,0.7,5.9,23,0
14.4194,-16.9702,2010,0.6,4.5,21,0
14.5103,-16.8238,2011,0.8,5.8,23,2
14.2944,-16.9123,2011,0.6,5.9,16,0
14.1734,-16.7716,2011,0.8,5.7,11,0
14.4159,-16.9654,2010,0.8,5.7,15,0
14.1705,-16.8446,2011,0.8,5.9,15,0
14.633,-17.084,2014,0.9,4.9,23,0
14.4767,-16.704,1965,0,14,125,62
14.5379,-16.6136,1965,0,15,685,334
14.5379,-16.6136,2013,0.7,4.9,41,2
14.499,-16.554,2002,0.2,4.9,141,64
14.5309,-17.0966,1950,0,9,100,25
14.5393,-16.6739,1966,0,15,121,39
14.54,-16.68,1965,0,14,90,44
14.53,-16.6,1965,0,14,110,43
14.176,-16.852,2014,0.6,4.6,41,0
14.457,-16.954,2012,0.8,4.8,13,0
14.484,-16.835,1965,0,14,248,103
14.484,-16.835,1966,0,14,135,70
14.423,-16.966,1968,0,14,100,50
14.423,-16.966,2014,0.9,4.8,42,0
14.4998,-16.6254,1964,2,9,163,145
14.4998,-16.6254,1965,2,9,163,158
14.507,-17,1965,0,15,1061,266
14.266,-16.752,2014,0.6,4.9,57,0
14.5998,-16.9537,1974,2,9,147,96
14.607,-17.0165,1974,2,9,138,81
14.5007,-16.7894,1960,0,14,100,43
14.5007,-16.7894,2013,0.6,4.9,27,0
14.483,-16.667,1964,0,99,299,109
14.178,-16.8452,2009,1,4.9,15,0
14.4101,-16.9608,2009,1,4.9,22,0
14.5193,-16.8869,2009,0.6,5,17,0
14.4352,-16.6554,2009,0.5,5,20,0
14.4816,-16.6012,2009,0.5,5,22,3
14.401,-16.816,1965,0,14,80,42
14.515,-16.552,1965,0,14,84,42
14.45,-16.633,1964,2,9,243,95
14.45,-16.633,1966,0,15,627,254
14.418,-16.703,1950,0,9,100,31
14.418,-16.703,1965,0,15,568,219
14.7765,-16.9144,1943,0,15,400,216
14.7777,-16.9121,1942,5,15,184,140
14.7986,-16.6523,2011,0.8,6,19,0
14.7732,-16.9271,2011,0.8,5.9,33,0
14.8759,-17.103,2010,0.8,5.3,14,0
14.8113,-16.9154,2011,0.8,6,45,0
14.8243,-17.1114,1960,0,14,16,0
14.901,-17.084,2014,0.6,4.9,30,0
14.8555,-16.8638,2004,0,99,307,24
14.8555,-16.8638,2005,0,99,313,26
14.779,-17.1125,2013,0.7,4.9,35,0
14.741,-17.0668,1988,2,9,285,23
14.741,-17.0668,1989,2,9,313,33
14.7608,-16.6652,2013,0.7,4.9,32,0
14.7481,-17.0894,2013,0.7,4.7,38,0
14.7043,-16.6578,2013,0.7,4.9,46,0
14.6981,-16.8783,1963,2,9,249,23
14.6981,-16.8783,1965,0,15,924,273
14.6981,-16.8783,1967,2,9,592,193
