"web_x","web_y"
-8457909.64658819,4415844.39564046
-8457879.07044249,4415805.66961887
-8457879.05690024,4415651.2846067
-8457817.05530432,4415573.83418539
-8457817.05190724,4415535.10505326
-8457786.47687487,4415496.3801573
-8457755.05482142,4415496.38293699
-8457724.4787224,4415458.1880465
-8457755.04807418,4415419.45802154
-8457724.47192876,4415380.73354657
-8457724.45159519,4415148.90049786
-8457693.02614515,4415110.17708269
-8457693.02274871,4415071.45102902
-8457662.44776316,4415033.25766377
-8457507.86958731,4414840.17231869
-8457507.86619116,4414801.4472477
-8457445.86459608,4414724.00162121
-8457445.85780406,4414646.55246575
-8457507.84586156,4414569.62821121
-8457662.42403607,4414762.70864713
-8457754.99047419,4414762.70045995
-8457786.41592383,4414801.42261059
-8457797.45456436,4414787.62932964
-8457816.98416341,4414762.69497686
-8457816.97737139,4414685.24414955
-8457768.56619011,4414625.3045613
-8457759.22378674,4414612.04313357
-8457724.40418804,4414608.33328557
-8457724.39400061,4414492.1596366
-8457692.96855121,4414453.43861129
-8457692.95501528,4414299.07321962
-8457662.37998403,4414260.35282165
-8457631.80383954,4414221.6311741
-8457631.7970953,4414144.7154745
-8457600.37164616,4414105.99571334
-8457600.36825092,4414067.27331435
-8457631.78690948,4414028.54688707
-8457600.36150702,4413990.35873046
-8457600.34453174,4413796.74746751
-8457569.76843423,4413758.55867704
-8457569.76164462,4413681.11654846
-8457538.33619575,4413642.39708342
-8457538.32945285,4413565.48557035
-8457507.75442217,4413526.76784124
-8457507.73070751,4413256.25712442
-8457477.15456388,4413217.53912983
-8457477.1410338,4413063.19305494
-8457415.13944211,4412985.76007661
-8457415.12930687,4412870.13526538
-8457383.70385865,4412831.41875035
-8457383.68693664,4412638.35968416
-8457353.11190674,4412599.64532728
-8457353.10177284,4412484.02471047
-8457321.67632494,4412445.30959973
-8457321.66953837,4412367.87702619
-8457291.09339545,4412329.16226277
-8457291.08665556,4412252.26023898
-8457260.51051284,4412213.54728631
-8457260.5071198,4412174.83177209
-8457229.08167212,4412136.11778577
-8457229.07827915,4412097.40255315
-8457198.49990319,4412020.5049058
-8457198.48298581,4411827.46054663
-8457167.05753853,4411788.74921371
-8457167.04401487,4411634.42246525
-8457136.46787265,4411595.71175916
-8457136.46108791,4411518.2839752
-8457105.88494577,4411479.57369138
-8457136.45434989,4411441.3878091
-8457124.55887485,4411369.26575714
-8457098.2259117,4411292.37299387
-8457068.4961938,4411220.78457108
-8457033.67101826,4411153.43845109
-8456970.82184184,4411082.91457256
-8456984.40082568,4410982.68689709
-8456950.42291107,4410892.0089536
-8456935.12766234,4410790.7263623
-8456943.6123025,4410694.74446617
-8456846.77164855,4410378.71056792
-8456874.79420802,4410352.72518122
-8456846.77020849,4410362.27176847
-8456847.60576406,4410205.31482498
-8456859.48943874,4410142.74434905
-8456828.90837428,4410047.83232554
-8456802.57346299,4409948.67848983
-8456778.7851214,4409846.87464604
-8456745.65762747,4409756.20629907
-8456714.22855933,4409676.1440027
-8456679.40482449,4409612.52022488
-8456653.0714482,4409543.59342483
-8456640.32648621,4409469.36325522
-8456638.6212359,4409393.54254983
-8456641.16274247,4409320.37258379
-8456641.15665958,4409250.91579349
-8456631.80984652,4409187.29091571
-8456581.70006203,4409127.38242333
-8456535.83503906,4409060.05190593
-8456524.78706278,4408967.2673612
-8456534.11952879,4408867.06136212
-8456519.6761441,4408794.95696876
-8456502.68503051,4408724.97418569
-8456483.99540006,4408656.0524542
-8456461.06077602,4408591.90280704
-8456446.61748472,4408520.86070466
-8456424.53216582,4408456.71179669
-8456400.74730975,4408394.6842565
-8456385.45619839,4408327.88518009
-8456362.52101882,4408270.09992776
-8456333.6421892,4408216.55571541
-8456303.91405483,4408163.01323695
-8456263.99569935,4408113.18258911
-8456227.47303182,4408045.85626726
-8456227.46453788,4407948.83948511
-8456242.74339456,4407862.95534617
-8456239.34051259,4407798.27926699
-8456228.29564916,4407741.02531806
-8456212.15551319,4407690.13419881
-8456208.75346686,4407635.00083643
-8456207.05016966,4407581.45741672
-8456198.55401042,4407533.21790447
-8456181.56563705,4407494.51951254
-8456178.16479769,4407453.17134054
-8456177.31312605,4407426.13532156
-8456208.73179485,4407387.43443454
-8456177.30635086,4407348.73784676
-8456177.29284764,4407194.47681671
-8456146.71782187,4407155.78085466
-8456146.71443463,4407117.08372386
-8456116.13829591,4407078.3894326
-8456116.13490864,4407039.69119328
-8456054.13337271,4406962.83283016
-8456054.12321164,4406846.7425722
-8456084.69257638,4406808.04386505
-8456091.48237669,4406767.75632192
-8456054.11309745,4406731.1843991
-8456054.1097107,4406692.48881047
-8455992.10924198,4406615.10213749
-8455992.09912858,4406499.54647671
-8455868.09601193,4406345.30729591
-8455868.07235478,4406074.97894392
-8455924.11521039,4405997.05555361
-8455930.05366605,4405920.72949374
-8455880.78929446,4405829.03720947
-8455868.04869978,4405804.65606069
-8455837.4770609,4405804.65875874
-8455806.05161824,4405765.9693078
-8455744.90611413,4405765.97470406
-8455651.48025026,4405650.43510591
-8455651.4734792,4405573.05191814
-8455620.89734142,4405534.36184356
-8455620.89400244,4405496.20135923
-8455590.3178647,4405457.51156363
-8455590.31109407,4405380.12977675
-8455558.89242213,4405418.82337283
-8455528.32078295,4405418.82607067
-8455528.31401226,4405341.44317523
-8455496.88861619,4405303.2861545
-8455496.88184576,4405225.90409802
-8455466.30570829,4405187.21667297
-8455496.87507552,4405148.52260344
-8455466.29893813,4405109.83545927
-8455466.29559949,4405071.67510566
-8455435.71946214,4405032.98824043
-8455435.71269234,4404955.60814654
-8455404.28725011,4404916.92177751
-8455404.28391169,4404878.76211464
-8455373.70888759,4404840.07594948
-8455373.70211821,4404762.6972562
-8455342.27667612,4404724.01158732
-8455342.2732916,4404685.32328643
-8455249.69562172,4404569.79671646
-8455249.69223724,4404531.10758602
-8455212.31804481,4404438.36618451
-8455199.57114606,4404341.91406726
-8455194.4722566,4404306.93693924
-8455219.09695458,4404260.82794556
-8455247.11868647,4404225.3174666
-8455249.65848858,4404145.29372344
-8455219.08346506,4404106.61022013
-8455219.08161087,4404085.41184786
-8455200.39333291,4404031.88914823
-8455187.65130227,4403991.08452775
-8455219.06997628,4403952.39472599
-8455187.64453484,4403913.71199767
-8455187.64115125,4403875.02663785
-8455095.0634832,4403759.50745977
-8455095.04999608,4403605.29837625
-8455064.47497283,4403566.61544313
-8455064.46482325,4403450.56217446
-8455033.01241174,4403103.4739987
-8455033.00902897,4403064.79018999
-8454971.00745246,4402987.43123947
-8454940.43581235,4402987.43393572
-8454909.85972285,4402949.28387592
-8454878.43766459,4402949.28664717
-8454843.61565248,4402918.02556276
-8454816.43947048,4402910.61025449
-8454785.87121277,4402949.29481103
-8454755.29845942,4402949.29750739
-8454723.87301851,4402910.6184183
-8454693.3002651,4402910.62111466
-8454661.87482404,4402871.94077677
-8454661.85795844,4402679.06351076
-8454723.84600586,4402601.69503508
-8454599.84739489,4402486.19381202
-8454599.83053141,4402293.32213523
-8454569.25439586,4402254.64396167
-8454569.24091542,4402100.45664318
-8454538.66139851,4402023.10052861
-8454538.65801703,4401984.42202836
-8454476.65760107,4401907.60010572
-8454476.65083828,4401830.24269447
-8454414.64926301,4401752.89131051
-8454472.39134411,4401681.88841662
-8454476.63397858,4401637.38288237
-8454440.96224521,4401601.3575814
-8454445.20177663,4401521.35338119
-8454425.66290023,4401453.00885004
-8454407.82379168,4401397.90901385
-8454385.73982708,4401349.16812482
-8454363.65618667,4401304.13575038
-8454352.61063676,4401251.68465301
-8454322.03561525,4401213.01164585
-8454288.91503881,4401214.07426725
-8454290.6101755,4401174.33746502
-8454322.02885406,4401135.65927315
-8454322.01875904,4401020.16299609
-8454290.59331961,4400981.49090338
-8454290.5899392,4400942.81479213
-8454260.01380482,4400904.14290499
-8454260.01042461,4400865.46846304
-8454229.43433653,4400827.3259935
-8454229.43095641,4400788.6518301
-8454198.00551699,4400749.97918796
-8454198.00213695,4400711.30530503
-8454167.42711583,4400672.63425715
-8454167.42378212,4400634.48978228
-8454135.99834291,4400595.81908783
-8454136.84445316,4400559.26357311
-8454126.64983179,4400512.64473213
-8454111.35961183,4400468.6749182
-8454101.1639237,4400422.58559034
-8454088.42175773,4400380.2046567
-8454077.3781556,4400337.29462886
-8454070.58093977,4400292.79567851
-8454060.38590004,4400254.12435159
-8454048.49382628,4400220.74993893
-8454040.84813881,4400185.78655153
-8454043.39369078,4400171.48243874
-8454012.82204943,4400171.48513321
-8453981.39661052,4400132.81611723
-8453981.39323117,4400094.14447203
-8453950.81709721,4400055.47427283
-8453981.38647249,4400016.80021356
-8453981.38313952,4399978.65808406
-8453950.80700579,4399939.98969221
-8453950.80362667,4399901.31874611
-8453920.22749287,4399862.6492459
-8453920.22411383,4399823.97858019
-8453888.79872141,4399785.83990934
-8453888.79196355,4399708.49927501
-8453858.216943,4399669.83047363
-8453858.21018539,4399592.4906804
-8453833.57751856,4399547.4659464
-8453808.09582679,4399492.90708611
-8453750.34508431,4399464.8367339
-8453687.49953211,4399435.7073795
-8453675.60722758,4399399.68741785
-8453678.99949319,4399355.72054486
-8453672.20329663,4399322.87894492
-8453703.62535654,4399322.87617604
-8453734.19361985,4399284.20477308
-8453734.19024134,4399245.53481563
-8453703.61522122,4399206.86908082
-8453703.61188913,4399168.72984719
-8453672.18645091,4399130.06446565
-8453672.16285029,4398859.91760046
-8453610.16127945,4398782.58914088
-8453610.15457006,4398705.78481153
-8453549.00341743,4398628.45600552
-8453549.00003977,4398589.7898134
-8453517.57460185,4398551.12514127
-8453517.57127062,4398512.98964029
-8453486.99513778,4398474.32517162
-8453425.0014354,4398474.33063334
-8453332.42373197,4398358.34091956
-8453332.41702345,4398281.539644
-8453362.98640151,4398242.87201568
-8453362.97964695,4398165.5411777
-8453332.40351444,4398126.8793564
-8453300.98145399,4398126.8821245
-8453270.40648077,4398088.74944449
-8453270.40310369,4398050.08520813
-8453251.7125667,4397970.64004253
-8453250.85586002,4397885.89565254
-8453252.54720767,4397802.74283784
-8453233.00852251,4397736.53945021
-8453202.43086379,4397680.40057772
-8453162.51274901,4397633.26656588
-8453120.04736669,4397593.54837807
-8453092.01891844,4397552.24075363
-8453085.2219833,4397510.93003058
-8453084.3692555,4397471.73760352
-8453084.35575012,4397317.08905276
-8453023.20353242,4397240.30065673
-8453023.19678011,4397162.977084
-8453053.76615988,4397124.31350927
-8453053.76278391,4397085.65276726
-8453023.18669835,4397047.52380763
-8453023.18332246,4397008.86334381
-8452899.18129846,4396854.23103182
-8452899.17121771,4396738.78109544
-8452868.59508616,4396700.12444238
-8452868.59171052,4396661.4638487
-8452837.16632026,4396623.33786741
-8452837.1629447,4396584.67755188
-8452806.58792636,4396546.02145682
-8452837.15619398,4396507.36011744
-8452837.15281857,4396468.70022204
-8452899.14093153,4396391.90708594
-8452899.13755639,4396353.24899701
-8452929.70693737,4396314.58835601
-8452929.69348357,4396160.48547827
-8452961.11216986,4396121.82546085
-8452961.10879495,4396083.16696201
-8452929.68335904,4396044.51275806
-8452929.67665584,4395967.72813298
-8452899.10052508,4395929.07427225
-8452899.09715051,4395890.41785968
-8452868.52101968,4395851.76289072
-8452868.51094251,4395736.32379769
-8452744.50892306,4395581.71130729
-8452682.51410528,4395581.71676531
-8452527.9360013,4395388.98347798
-8452527.93267343,4395350.85788678
-8452497.35765601,4395312.20625935
-8452497.34416028,4395157.58760764
-8452465.91877111,4395119.46699704
-8452465.91539727,4395080.81212803
-8452342.7627302,4394926.73928807
-8452342.74923616,4394772.12621904
-8452311.32380093,4394733.47676154
-8452311.31710054,4394656.70156585
-8452280.74097048,4394618.05245141
-8452280.7375972,4394579.39939784
-8452218.73607825,4394502.63076684
-8452218.73270521,4394463.97951911
-8452126.15612328,4394348.03337481
-8452126.14942371,4394271.26095073
-8452033.57284207,4394155.31689899
-8452033.5694694,4394116.66690851
-8452002.14408066,4394078.54862603
-8452002.13733553,4394001.24934075
-8451971.5612057,4393962.6012107
-8451971.55783324,4393923.9519178
-8451909.55742809,4393847.18799868
-8451909.55405575,4393808.53912353
-8451878.97792603,4393769.8916909
-8451878.97455378,4393731.24309552
-8451816.97303571,4393654.48056171
-8451723.5471499,4393538.54328104
-8451723.54377789,4393499.89552296
-8451692.96764829,4393461.24920724
-8451723.53708013,4393423.12919661
-8451692.96095061,4393384.4831587
-8451692.95083511,4393268.54058901
-8451662.37475209,4393230.42664677
-8451662.36463713,4393114.48574972
-8451568.93879859,4392999.08308014
-8451568.93542718,4392960.43727438
-8451414.3573307,4392767.75129224
-8451414.35395953,4392729.10632355
-8451353.2017014,4392651.82079764
-8451353.19500547,4392575.06056725
-8451321.76957143,4392536.4190603
-8451321.7662004,4392497.77354093
-8451105.18765533,4392227.81490905
-8451105.18096028,4392151.05772583
-8451074.60483155,4392112.41767796
-8451074.60146095,4392073.77369268
-8451043.17602714,4392035.13399908
-8451043.16596222,4391919.73616022
-8451012.58983353,4391881.09556144
-8451012.58309316,4391803.81217981
-8450950.58269029,4391727.06349673
-8450950.57932013,4391688.42090561
-8450920.0031917,4391649.78253114
-8450919.99982174,4391611.14160721
-8450888.57438811,4391572.50219935
-8450888.56769451,4391495.74972514
-8450857.99156621,4391457.11204752
-8450857.98482666,4391379.83034578
-8450827.40981156,4391341.19308732
-8450827.39974896,4391225.80274506
-8450795.97431562,4391187.16473088
-8450795.97094618,4391148.52548037
-8450733.96943107,4391071.78150486
-8450733.96269237,4390994.50259072
-8450703.38767753,4390955.86672576
-8450703.37761622,4390840.48054557
-8450672.80148827,4390801.84385017
-8450672.79811927,4390763.20599331
-8450579.37117176,4390647.83010919
-8450579.364434,4390570.5542617
-8450548.78941943,4390531.91992975
-8450548.78609681,4390493.81167424
-8450456.20840866,4390377.90861739
-8450456.19498082,4390223.89277257
-8450394.19453376,4390146.62544249
-8450394.19116547,4390107.98995511
-8450332.18965161,4390031.25345289
-8450332.17617897,4389876.71123553
-8450301.60009794,4389838.60939239
-8450301.59336197,4389761.33939748
-8450270.16792967,4389722.70806595
-8450270.16124017,4389645.96887978
-8450239.5862261,4389607.3365032
-8450239.57949078,4389530.06956807
-8450177.57793155,4389452.80725471
-8450177.57461011,4389414.70284779
-8450146.99848319,4389376.07269464
-8450146.99511576,4389337.43999334
-8450115.5696836,4389298.80880683
-8450115.56631626,4389260.17638486
-8450084.99134861,4389222.07535243
-8450084.98798135,4389183.44320786
-8449992.41029574,4389067.55436237
-8449898.98446434,4388952.19678419
-8449898.98109735,4388913.5656152
-8449837.82884385,4388836.30768388
-8449868.39828284,4388798.20278764
-8449868.39491603,4388759.57217531
-8449837.81878946,4388720.94439005
-8449837.81542261,4388682.31266976
-8449775.81497751,4388605.05787181
-8449775.81165697,4388566.9564875
-8449713.81009874,4388489.7011362
-8449713.80336583,4388412.44228137
-8449682.37798033,4388374.34434558
-8449682.37124756,4388297.08493747
-8449651.79512126,4388258.45882356
-8449651.78838875,4388181.20025316
-8449559.21186414,4388065.85216607
-8449559.20849812,4388027.22420074
-8449466.63197358,4387911.87638801
-8449466.61851032,4387757.36620297
-8449435.19312522,4387719.27060186
-8449435.18975959,4387680.64388904
-8449404.61363366,4387642.02000255
-8449404.610268,4387603.39218179
-8449342.60987023,4387526.67365954
-8449342.60313943,4387449.42176541
-8449280.60158257,4387372.17449031
-8449157.44556829,4387179.58648772
-8449250.00199321,4387064.23294013
-8449249.99526335,4386986.98300095
-8449218.56983275,4386948.36169512
-8449218.56646799,4386909.73776791
-8449187.99150177,4386871.64511244
-8449187.98813709,4386833.02146241
-8449157.41201165,4386794.39925113
-8449157.40196404,4386679.05799342
-8449125.97653365,4386640.4377999
-8449125.96980474,4386563.19092305
-8449095.39367962,4386524.57107343
-8449095.39031522,4386485.94729036
-8449063.9649311,4386447.8576064
-8449063.96156678,4386409.23410047
-8449001.96112466,4386331.9957274
-8449001.95776046,4386293.37264002
-8448971.38168164,4386255.28356744
-8448971.37831752,4386216.66075718
-8448940.8021926,4386178.04215917
-8448940.7954647,4386100.79862314
-8448909.37003467,4386062.18051819
-8448909.36671691,4386024.08819653
-8448847.36627525,4385946.85260546
-8448816.79351414,4385946.85529113
-8448786.21738921,4385908.23628064
-8448786.20734449,4385792.90458253
-8448754.7819146,4385754.28758949
-8448754.77855103,4385715.66658893
-8448724.20353951,4385677.04980012
-8448724.20017614,4385638.43046537
-8448662.19866778,4385561.72604111
-8448662.19530442,4385523.10573605
-8448631.61917988,4385484.48964268
-8448631.61581672,4385445.87100339
-8448532.24531611,4385335.84226682
-8448538.18326591,4385253.3150832
-8448507.60714153,4385214.69996401
-8448507.60382467,4385176.61066132
-8448477.02770033,4385137.99581908
-8448477.02433742,4385099.37704435
-8448445.59890791,4385060.76255557
-8448445.58886596,4384945.43999763
-8448415.01385478,4384906.82460323
-8448415.01049225,4384868.20805007
-8448383.58506291,4384829.59439594
-8448383.58170035,4384790.97673494
-8448353.00893867,4384790.97941989
-8448321.58355547,4384752.89577263
-8448321.5734684,4384637.04681223
-8448290.99734429,4384598.43253136
-8448290.98394182,4384444.49993575
-8448228.98350194,4384367.27436486
-8448228.98018601,4384329.18808032
-8448198.40406225,4384290.57629754
-8448198.4007004,4384251.96196953
-8448166.97527133,4384213.34915344
-8448166.97190957,4384174.73510425
-8448136.39583189,4384136.6521899
-8448136.39247022,4384098.03841761
-8448105.8174597,4384059.42746912
-8448105.81073644,4383982.19923492
-8448074.38530767,4383943.58877924
-8448074.3685467,4383751.05170211
-8448043.79246935,4383712.97029616
-8448043.78910816,4383674.35805344
-8448012.36367962,4383635.74870891
-8448043.78238579,4383597.13259963
-8448043.76562686,4383404.60175902
-8447951.18911164,4383289.30518407
-8447951.18239015,4383212.08251019
-8447889.18083906,4383134.86722266
-8447889.1774784,4383096.25568022
-8447857.75209638,4383058.17806619
-8447857.74873581,4383019.56680055
-8447827.17372609,4382980.95974448
-8447827.16700527,4382903.73929648
-8447796.59092862,4382865.66229308
-8447827.16033074,4382827.04903862
-8447827.15697055,4382788.4399937
-8447796.58084792,4382749.83377177
-8447796.57412765,4382672.61499217
-8447765.14874582,4382634.53749945
-8447765.13866593,4382518.71148062
-8447703.13716181,4382442.02942434
-8447703.13380205,4382403.42176893
-8447765.12191308,4382326.20004844
-8447765.11855348,4382287.59281108
-8447703.11704981,4382210.91241122
-8447703.11369033,4382172.30558987
-8447672.53868118,4382133.70020459
-8447672.53532178,4382095.09366185
-8447641.10989444,4382056.49001616
-8447641.10658109,4382018.41195831
-8447610.53045904,4381979.80851473
-8447610.51706824,4381825.91221124
-8447548.51551922,4381748.70692681
-8447548.49541183,4381517.60350373
-8447579.91412133,4381478.99642668
-8447517.91373199,4381402.32182096
-8447517.91037344,4381363.71791716
-8447455.90882502,4381286.51458101
-8447455.90546658,4381247.91109499
-8447425.329345,4381209.30904463
-8447425.31259952,4381016.82117046
-8447363.31221079,4380940.149876
-8447363.30549475,4380862.94554226
-8447331.88006819,4380824.34495496
-8447331.87339835,4380747.66960025
-8447363.29210903,4380709.06530127
-8447363.28539342,4380631.86124856
-8447331.85996721,4380593.2628809
-8447331.85665551,4380555.19002978
-8447301.28053461,4380516.59186411
-8447301.26710455,4380362.18847883
-8447270.69102974,4380324.11913184
-8447270.68767241,4380285.51911744
-8447239.26224645,4380246.92199876
-8447239.25888908,4380208.32087666
-8447208.68388154,4380169.72396176
-8447208.66378506,4379938.6560222
-8447177.23840531,4379900.58825605
-8447177.23169154,4379823.39003538
-8447146.65557121,4379784.79450859
-8447146.63212083,4379515.1362572
-8447116.05604682,4379477.07130874
-8447116.03595505,4379246.01693632
-8447084.61052996,4379207.4235657
-8447084.60046184,4379091.63463541
-8447054.02550118,4379053.56980672
-8447054.02214531,4379014.9743742
-8447022.59672039,4378976.38183647
-8447022.57663205,4378745.33827134
-8446992.00051264,4378706.74663112
-8446991.99384766,4378630.0864452
-8446961.41772834,4378591.49522041
-8446961.39764279,4378360.46134795
-8446899.39721232,4378283.27966963
-8446899.38048364,4378090.84441024
-8446867.95505947,4378052.2552035
-8446867.9316691,4377783.16997502
-8446837.35555037,4377744.58041683
-8446837.33882482,4377552.15483981
-8446805.91340112,4377513.56757439
-8446805.91004703,4377474.97769341
-8446775.33392855,4377436.38924585
-8446775.32726647,4377359.73815569
-8446738.80721614,4377322.20936511
-8446744.74555349,4377243.97188735
-8446726.05997458,4377221.24309281
-8446713.32012999,4377205.38573241
-8446713.31259555,4377118.69249303
-8446713.31011479,4377090.1478018
-8446744.72883081,4377051.55530675
-8446744.72212375,4376974.37901399
-8446713.2967464,4376936.32178598
-8446713.29003949,4376859.14493802
-8446676.76998955,4376821.61790164
-8446682.70726099,4376743.91341328
-8446664.02168234,4376721.18568002
-8446651.28183793,4376705.32906005
-8446651.27471816,4376623.3968719
-8446651.27177847,4376589.56718665
-8446620.69566083,4376550.98331504
-8446639.3772433,4376527.72339509
-8446682.68383532,4376474.33312919
-8446682.68048232,4376435.74560764
-8446651.25505957,4376397.16236463
-8446651.25170678,4376358.57650677
-8446612.18277668,4376309.94978158
-8446590.10063095,4376281.93849002
-8446590.08754187,4376131.29573495
-8446590.08391381,4376089.53919483
-8446566.30062068,4376045.14118612
-8446558.63842321,4375819.97675033
-8446496.63688385,4375742.81337946
-8446528.05560199,4375704.22712566
-8446528.04559201,4375589.00534764
-8446496.62016981,4375550.4237691
-8446496.61681799,4375511.84096177
-8446466.04186024,4375473.78885559
-8446466.0385085,4375435.20632432
-8446404.03696973,4375358.0457251
-8446404.03361811,4375319.46361072
-8446435.45233689,4375280.87888223
-8446435.44903123,4375242.8249179
-8446404.0236094,4375204.24597163
-8446404.0102497,4375050.4470411
-8446435.42896885,4375011.86328181
-8446435.41225909,4374819.48680021
-8446403.98683768,4374780.90937845
-8446403.98348664,4374742.32795746
-8446341.98194922,4374665.17373411
-8446341.97864427,4374627.12195706
-8446311.40364138,4374588.54515346
-8446311.40029055,4374549.96442524
-8446373.38731197,4374472.80072588
-8446311.38693398,4374396.17627377
-8446311.38358337,4374357.59623838
-8446280.80746762,4374319.02040533
-8446280.80411721,4374280.44203316
-8446249.37869606,4374241.86516693
-8446249.36869108,4374126.65911775
-8446218.79257548,4374088.08411615
-8446218.77252092,4373857.14598954
-8446249.34193652,4373818.56660284
-8446249.32188405,4373587.63567118
-8446187.32039444,4373511.01754903
-8446187.31369544,4373433.86537718
-8446156.73869358,4373395.29286953
-8446156.72869156,4373280.09592323
-8446125.30327126,4373241.52265832
-8446125.29326976,4373126.32736522
-8446094.71715503,4373087.75596464
-8446125.28657165,4373049.1779633
-8446125.27657084,4372933.98473807
-8446094.7004563,4372895.4140298
-8446094.69710743,4372856.83939809
-8446064.12099295,4372818.26896746
-8446064.11434148,4372741.6509175
-8446032.68892174,4372703.08097579
-8446032.65883204,4372356.45656089
-8446002.08387703,4372318.41704408
-8446002.0738328,4372202.70256661
-8445970.64841341,4372164.13317933
-8445970.63506786,4372010.37926776
-8445940.05895397,4371971.8104982
-8445940.05230445,4371895.19849985
-8445909.47619076,4371856.6315298
-8445909.4561518,4371625.74287479
-8445878.03073301,4371587.17694859
-8445909.44945717,4371548.60427509
-8445909.44610998,4371510.03587594
-8445816.02031821,4371394.86737058
-8445878.00734884,4371317.72500614
-8445878.00400192,4371279.15743779
-8445847.42904769,4371241.12035904
-8445847.4190072,4371125.41751226
-8445815.99358883,4371086.85338607
-8445815.98694135,4371010.24771313
-8445785.41082829,4370971.68254197
-8445785.40748177,4370933.1162187
-8445692.83099667,4370817.95383692
-8445754.81802904,4370740.81562481
-8445754.81468278,4370702.25013217
-8445785.38410289,4370663.6807178
-8445785.3774564,4370587.07806909
-8445692.80092642,4370471.39038249
-8445692.79428034,4370394.78910779
-8445661.36886253,4370356.22760971
-8445661.34548825,4370086.80660792
-8445630.76937608,4370048.24614321
-8445630.76603061,4370009.68314202
-8445600.18996426,4369971.65056713
-8445600.1665932,4369702.24061467
-8445538.16617713,4369625.12127935
-8445538.16283215,4369586.55980007
-8445506.73746075,4369548.5288003
-8445506.72742606,4369432.84422019
-8445476.15131439,4369394.2861072
-8445476.1379814,4369240.57053476
-8445444.71256452,4369202.01318744
-8445444.70592131,4369125.42098175
-8445414.12980976,4369086.86258946
-8445414.12646539,4369048.30304596
-8445383.55146712,4369009.74631554
-8445383.5481227,4368971.18566467
-8445444.68590105,4368894.58975905
-8445444.68255691,4368856.03090701
-8445476.10128525,4368817.469445
-8445314.72999372,4368625.74577979
-8445321.50326095,4368394.39718391
-8445352.07268462,4368355.83745636
-8445352.0693411,4368317.28054153
-8445383.48811598,4368279.24854626
-8445383.48477256,4368240.69190683
-8445352.05935645,4368202.13676967
-8445321.48658918,4368202.13944361
-8445273.92369799,4368142.98892076
-8445259.48506253,4368125.03227987
-8445259.47507861,4368009.8919566
-8445290.04450272,4367971.33222718
-8445259.46839228,4367932.77936853
-8445259.45506603,4367779.08474494
-8445197.4546532,4367701.98062238
-8445197.44801343,4367625.39912976
-8445166.87190312,4367586.84612997
-8445166.86521787,4367509.73796806
-8445131.19448004,4367472.24219297
-8445135.433163,4367394.60561353
-8445107.40519802,4367358.69479321
-8445098.90986917,4367319.6147236
-8445074.2787136,4367278.94961377
-8445074.27221219,4367203.95633932
-8445074.25870608,4367048.15951556
-8445038.58745073,4367017.53211579
-8445042.82999468,4366971.58543851
-8445074.24872586,4366933.0307524
-8445042.82331072,4366894.48031518
-8445042.81996887,4366855.92865357
-8445012.243905,4366817.90726089
-8444984.21612358,4366784.11096239
-8444950.24349359,4366740.81004677
-8444969.77313983,4366715.98759424
-8444980.8118065,4366702.25488015
-8444980.79848594,4366548.57927246
-8444917.94881531,4366472.01150841
-8444950.2168068,4366432.92972101
-8444950.21351119,4366394.90715467
-8444980.77848349,4366317.80488816
-8444980.77514219,4366279.2539147
-8444838.93703149,4366103.41732247
-8444733.62067116,4365971.93723826
-8444733.61064868,4365856.29123032
-8444764.18007617,4365817.74062706
-8444764.17431,4365751.2043478
-8444764.17257116,4365731.13944797
-8444764.17037456,4365705.79225216
-8444703.01788255,4365625.53440951
-8444709.80541609,4365545.79862361
-8444671.5858333,4365510.42227501
-8444671.582493,4365471.87558683
-8444683.47148746,4365457.08961014
-8444703.00122645,4365433.32629078
-8444702.9778915,4365164.02892848
-8444609.55211478,4365048.92854725
-8444609.5487749,4365010.38213286
-8444578.97266672,4364971.83991295
-8444578.9660331,4364895.27790761
-8444548.389925,4364856.7361011
-8444578.95935385,4364818.18770538
-8444609.53212235,4364818.18503365
-8444640.95085675,4364779.63808643
-8444640.94751731,4364741.09402359
-8444486.36952583,4364548.91525398
-8444418.42954522,4364548.92119084
-8444362.37984032,4364548.92608871
-8444331.80489115,4364510.91286984
-8444331.79821281,4364433.82681281
-8444300.37279939,4364395.28535358
-8444300.36612131,4364318.20012715
-8444337.72824096,4364272.26211461
-8444424.34138416,4364164.54644476
-8444362.33990938,4364087.99561581
-8444362.3365707,4364049.4540371
-8444424.3247364,4363972.36449435
-8444269.74674762,4363780.19948908
-8444269.74007087,4363703.11729678
-8444300.30954737,4363665.10311562
-8444269.7334401,4363626.56434257
-8444269.73010194,4363588.02442094
-8444207.72858219,4363510.94902487
-8444158.47332002,4363510.95332791
-8444115.16208267,4363510.95711168
-8444053.16060856,4363434.41094389
-8444053.15727057,4363395.87171216
-8444083.72670181,4363357.32994801
-8444083.72002597,4363280.2507926
-8444053.14396465,4363242.24206677
-8444086.26108381,4363201.06146572
-8444083.70672063,4363126.62280227
-8444022.55562009,4363049.55202871
-8443991.13354538,4363049.55477351
-8443929.13207193,4362973.01189585
-8443929.11876789,4362819.38830272
-8443867.96766765,4362742.31973483
-8443867.96099317,4362665.24499566
-8443836.53558115,4362626.71127008
-8443867.95436464,4362588.69944327
-8443836.5289527,4362550.16599244
